FragmentID	PGF.NH	COX.NH	CIGAR	NM	XG
WTCHG_18627:2:100:13825:11414	1	1	S	0	A0
WTCHG_18627:2:100:13830:12214	1	1	S	0	A0
WTCHG_18627:2:100:13835:2210	1	1	S	0	A0
WTCHG_18627:2:100:13850:17063	1	1	S	0	A0
WTCHG_18627:2:100:13852:13293	1	1	S	0	A0
WTCHG_18627:2:100:13871:10273	1	1	S	0	A0
WTCHG_18627:2:100:13875:5881	1	1	S	0	A0
WTCHG_18627:2:100:13909:17311	1	1	S	0	A0
WTCHG_18627:2:100:13920:20459	1	1	S	0	A0
WTCHG_18627:2:100:13920:8603	1	1	S	0	A0
WTCHG_18627:2:100:13949:2432	1	1	S	0	A0
WTCHG_18627:2:100:1394:7078	1	1	S	0	A0
WTCHG_18627:2:100:13965:21011	1	1	S	0	A0
WTCHG_18627:2:100:13968:16281	1	1	S	0	A0
WTCHG_18627:2:100:13969:11174	1	1	S	0	A0
WTCHG_18627:2:100:13979:19566	1	1	S	0	A0
WTCHG_18627:2:100:13985:18683	1	1	S	0	A0
WTCHG_18627:2:100:13991:11338	1	1	S	0	A0
WTCHG_18627:2:100:13994:13607	1	1	S	0	A0
WTCHG_18627:2:100:13998:10433	1	1	S	0	A0
WTCHG_18627:2:100:14007:11940	1	1	S	0	A0
WTCHG_18627:2:100:14013:8405	1	1	S	0	A0
WTCHG_18627:2:100:14032:2163	1	1	S	0	A0
WTCHG_18627:2:100:14063:13304	1	1	S	0	A0
WTCHG_18627:2:100:14076:21051	1	1	S	0	A0
WTCHG_18627:2:100:14077:8970	1	1	S	0	A0
WTCHG_18627:2:100:14089:7424	1	1	S	0	A0
WTCHG_18627:2:100:14093:16218	1	1	S	0	A0
WTCHG_18627:2:100:14104:5353	1	1	S	0	A0
WTCHG_18627:2:100:1410:21054	1	1	S	0	A0
WTCHG_18627:2:100:14115:15830	1	1	S	0	A0
WTCHG_18627:2:100:14126:19271	1	1	S	0	A0
WTCHG_18627:2:100:14144:17390	1	1	S	0	A0
WTCHG_18627:2:100:14144:3154	1	1	S	0	A0
WTCHG_18627:2:100:14152:5490	1	1	S	0	A0
WTCHG_18627:2:100:14185:8206	1	1	S	0	A0
WTCHG_18627:2:100:1419:21380	1	1	S	0	A0
WTCHG_18627:2:100:14212:7125	1	1	S	0	A0
WTCHG_18627:2:100:14213:6444	1	1	S	0	A0
WTCHG_18627:2:100:14215:3354	1	1	S	0	A0
WTCHG_18627:2:100:14230:17125	1	1	S	0	A0
WTCHG_18627:2:100:14235:5258	1	1	S	0	A0
WTCHG_18627:2:100:14239:6624	1	1	S	0	A0
WTCHG_18627:2:100:14243:19061	1	1	S	0	A0
WTCHG_18627:2:100:14247:10584	1	1	S	0	A0
WTCHG_18627:2:100:14250:8728	1	1	S	0	A0
WTCHG_18627:2:100:14299:4794	1	1	S	0	A0
WTCHG_18627:2:100:14322:15325	1	1	S	0	A0
WTCHG_18627:2:100:14328:7190	1	1	S	0	A0
WTCHG_18627:2:100:14343:17869	1	1	S	0	A0
WTCHG_18627:2:100:14343:3689	1	1	S	0	A0
WTCHG_18627:2:100:14351:18024	1	1	S	0	A0
WTCHG_18627:2:100:14365:6080	1	1	S	0	A0
WTCHG_18627:2:100:14373:12170	1	1	S	0	A0
WTCHG_18627:2:100:1437:14846	1	1	S	0	A0
WTCHG_18627:2:100:14384:5292	1	1	S	0	A0
WTCHG_18627:2:100:14403:17600	1	1	S	0	A0
WTCHG_18627:2:100:14422:11100	1	1	S	0	A0
WTCHG_18627:2:100:14440:8720	1	1	S	0	A0
WTCHG_18627:2:100:14443:12558	1	1	S	0	A0
WTCHG_18627:2:100:14444:8362	1	1	S	0	A0
WTCHG_18627:2:100:14445:9541	1	1	S	0	A0
WTCHG_18627:2:100:14455:4671	1	1	S	0	A0
WTCHG_18627:2:100:14479:12633	1	1	S	0	A0
WTCHG_18627:2:100:14509:4235	1	1	S	0	A0
WTCHG_18627:2:100:14523:3970	1	1	S	0	A0
WTCHG_18627:2:100:14534:4666	1	1	S	0	A0
WTCHG_18627:2:100:14566:7674	1	1	S	0	A0
WTCHG_18627:2:100:14573:14555	1	1	S	0	A0
WTCHG_18627:2:100:14583:14510	1	1	S	0	A0
WTCHG_18627:2:100:1458:14418	1	1	S	0	A0
WTCHG_18627:2:100:14595:16972	1	1	S	0	A0
WTCHG_18627:2:100:14595:21084	1	1	S	0	A0
WTCHG_18627:2:100:14602:18827	1	1	S	0	A0
WTCHG_18627:2:100:14608:14490	1	1	S	0	A0
WTCHG_18627:2:100:14616:2399	1	1	S	0	A0
WTCHG_18627:2:100:14619:4409	1	1	S	0	A0
WTCHG_18627:2:100:14656:17775	1	1	S	0	A0
WTCHG_18627:2:100:14662:16922	1	1	S	0	A0
WTCHG_18627:2:100:14665:10195	1	1	S	0	A0
WTCHG_18627:2:100:1466:8558	1	1	S	0	A0
WTCHG_18627:2:100:14675:11880	1	1	S	0	A0
WTCHG_18627:2:100:14680:4104	1	1	S	0	A0
WTCHG_18627:2:100:14684:1573	1	1	S	0	A0
WTCHG_18627:2:100:14695:7398	1	1	S	0	A0
WTCHG_18627:2:100:14705:16832	1	1	S	0	A0
WTCHG_18627:2:100:14708:11273	1	1	S	0	A0
WTCHG_18627:2:100:14740:18378	1	1	S	0	A0
WTCHG_18627:2:100:14747:16961	1	1	S	0	A0
WTCHG_18627:2:100:14748:11558	1	1	S	0	A0
WTCHG_18627:2:100:14748:14247	1	1	S	0	A0
WTCHG_18627:2:100:14772:7168	1	1	S	0	A0
WTCHG_18627:2:100:14794:3407	1	1	S	0	A0
WTCHG_18627:2:100:14803:2985	1	1	S	0	A0
WTCHG_18627:2:100:14810:20141	1	1	S	0	A0
WTCHG_18627:2:100:14811:14756	1	1	S	0	A0
WTCHG_18627:2:100:14812:17978	1	1	S	0	A0
WTCHG_18627:2:100:14812:2240	1	1	S	0	A0
WTCHG_18627:2:100:14813:3946	1	1	S	0	A0
WTCHG_18627:2:100:14813:5030	1	1	S	0	A0
WTCHG_18627:2:100:14817:5314	1	1	S	0	A0
WTCHG_18627:2:100:14822:19430	1	1	S	0	A0
WTCHG_18627:2:100:14839:6038	1	1	S	0	A0
WTCHG_18627:2:100:14841:7826	1	1	S	0	A0
WTCHG_18627:2:100:14847:14282	1	1	S	0	A0
WTCHG_18627:2:100:1485:1523	1	1	S	0	A0
WTCHG_18627:2:100:14862:1198	1	1	S	0	A0
WTCHG_18627:2:100:14870:8806	1	1	S	0	A0
WTCHG_18627:2:100:14873:3382	1	1	S	0	A0
WTCHG_18627:2:100:14876:3893	1	1	S	0	A0
WTCHG_18627:2:100:1487:9636	1	1	S	0	A0
WTCHG_18627:2:100:14888:9673	1	1	S	0	A0
WTCHG_18627:2:100:14900:19989	1	1	S	0	A0
WTCHG_18627:2:100:14900:8132	1	1	S	0	A0
WTCHG_18627:2:100:14906:21285	1	1	S	0	A0
WTCHG_18627:2:100:14912:19867	1	1	S	0	A0
WTCHG_18627:2:100:14918:10300	1	1	S	0	A0
WTCHG_18627:2:100:14938:4607	1	1	S	0	A0
WTCHG_18627:2:100:14945:10495	1	1	S	0	A0
WTCHG_18627:2:100:14952:14240	1	1	S	0	A0
WTCHG_18627:2:100:14961:17977	1	1	S	0	A0
WTCHG_18627:2:100:14977:10111	1	1	S	0	A0
WTCHG_18627:2:100:14980:19866	1	1	S	0	A0
WTCHG_18627:2:100:14981:5909	1	1	S	0	A0
WTCHG_18627:2:100:14993:7509	1	1	S	0	A0
WTCHG_18627:2:100:15017:2316	1	1	S	0	A0
WTCHG_18627:2:100:15020:3757	1	1	S	0	A0
WTCHG_18627:2:100:15028:15490	1	1	S	0	A0
WTCHG_18627:2:100:15031:3934	1	1	S	0	A0
WTCHG_18627:2:100:1505:9884	1	1	S	0	A0
WTCHG_18627:2:100:15060:14507	1	1	S	0	A0
WTCHG_18627:2:100:15063:10715	1	1	S	0	A0
WTCHG_18627:2:100:15064:20449	1	1	S	0	A0
WTCHG_18627:2:100:15070:4242	1	1	S	0	A0
WTCHG_18627:2:100:15074:1490	1	1	S	0	A0
WTCHG_18627:2:100:15082:4616	1	1	S	0	A0
WTCHG_18627:2:100:15087:19006	1	1	S	0	A0
WTCHG_18627:2:100:15089:21107	1	1	S	0	A0
WTCHG_18627:2:100:15096:1566	1	1	S	0	A0
WTCHG_18627:2:100:15096:17560	1	1	S	0	A0
WTCHG_18627:2:100:1509:15224	1	1	S	0	A0
WTCHG_18627:2:100:15107:9880	1	1	S	0	A0
WTCHG_18627:2:100:15117:1853	1	1	S	0	A0
WTCHG_18627:2:100:15118:11738	1	1	S	0	A0
WTCHG_18627:2:100:15124:13474	1	1	S	0	A0
WTCHG_18627:2:100:15125:14454	1	1	S	0	A0
WTCHG_18627:2:100:15150:2365	1	1	S	0	A0
WTCHG_18627:2:100:15157:15176	1	1	S	0	A0
WTCHG_18627:2:100:15195:20622	1	1	S	0	A0
WTCHG_18627:2:100:1519:1345	1	1	S	0	A0
WTCHG_18627:2:100:15202:15825	1	1	S	0	A0
WTCHG_18627:2:100:15208:11423	1	1	S	0	A0
WTCHG_18627:2:100:15211:16109	1	1	S	0	A0
WTCHG_18627:2:100:15212:2899	1	1	S	0	A0
WTCHG_18627:2:100:15224:4109	1	1	S	0	A0
WTCHG_18627:2:100:1522:6555	1	1	S	0	A0
WTCHG_18627:2:100:15249:17910	1	1	S	0	A0
WTCHG_18627:2:100:15254:14140	1	1	S	0	A0
WTCHG_18627:2:100:15269:2510	1	1	S	0	A0
WTCHG_18627:2:100:15300:9866	1	1	S	0	A0
WTCHG_18627:2:100:1530:20232	1	1	S	0	A0
WTCHG_18627:2:100:15319:20228	1	1	S	0	A0
WTCHG_18627:2:100:15319:8845	1	1	S	0	A0
WTCHG_18627:2:100:15326:3306	1	1	S	0	A0
WTCHG_18627:2:100:15332:18934	1	1	S	0	A0
WTCHG_18627:2:100:15347:6649	1	1	S	0	A0
WTCHG_18627:2:100:15350:10222	1	1	S	0	A0
WTCHG_18627:2:100:15365:2471	1	1	S	0	A0
WTCHG_18627:2:100:15365:9377	1	1	S	0	A0
WTCHG_18627:2:100:15374:4822	1	1	S	0	A0
WTCHG_18627:2:100:1537:17610	1	1	S	0	A0
WTCHG_18627:2:100:15390:17008	1	1	S	0	A0
WTCHG_18627:2:100:15392:12828	1	1	S	0	A0
WTCHG_18627:2:100:15398:16751	1	1	S	0	A0
WTCHG_18627:2:100:15412:20937	1	1	S	0	A0
WTCHG_18627:2:100:15415:9034	1	1	S	0	A0
WTCHG_18627:2:100:15425:14554	1	1	S	0	A0
WTCHG_18627:2:100:1542:11200	1	1	S	0	A0
WTCHG_18627:2:100:15434:16023	1	1	S	0	A0
WTCHG_18627:2:100:15452:5627	1	1	S	0	A0
WTCHG_18627:2:100:15456:3637	1	1	S	0	A0
WTCHG_18627:2:100:15477:15676	1	1	S	0	A0
WTCHG_18627:2:100:15485:2219	1	1	S	0	A0
WTCHG_18627:2:100:15502:7077	1	1	S	0	A0
WTCHG_18627:2:100:15502:7122	1	1	S	0	A0
WTCHG_18627:2:100:15521:19975	1	1	S	0	A0
WTCHG_18627:2:100:1552:17586	1	1	S	0	A0
WTCHG_18627:2:100:1552:19714	1	1	S	0	A0
WTCHG_18627:2:100:15533:3157	1	1	S	0	A0
WTCHG_18627:2:100:15533:6502	1	1	S	0	A0
WTCHG_18627:2:100:15550:9732	1	1	S	0	A0
WTCHG_18627:2:100:15568:13640	1	1	S	0	A0
WTCHG_18627:2:100:15578:15366	1	1	S	0	A0
WTCHG_18627:2:100:15591:10294	1	1	S	0	A0
WTCHG_18627:2:100:15594:20049	1	1	S	0	A0
WTCHG_18627:2:100:15597:10903	1	1	S	0	A0
WTCHG_18627:2:100:15598:7352	1	1	S	0	A0
WTCHG_18627:2:100:1559:15374	1	1	S	0	A0
WTCHG_18627:2:100:15601:8445	1	1	S	0	A0
WTCHG_18627:2:100:1561:18076	1	1	S	0	A0
WTCHG_18627:2:100:15634:1842	1	1	S	0	A0
WTCHG_18627:2:100:15642:7199	1	1	S	0	A0
WTCHG_18627:2:100:15646:9521	1	1	S	0	A0
WTCHG_18627:2:100:15648:18042	1	1	S	0	A0
WTCHG_18627:2:100:15652:17554	1	1	S	0	A0
WTCHG_18627:2:100:15659:8427	1	1	S	0	A0
WTCHG_18627:2:100:15671:6698	1	1	S	0	A0
WTCHG_18627:2:100:15674:13281	1	1	S	0	A0
WTCHG_18627:2:100:15675:6314	1	1	S	0	A0
WTCHG_18627:2:100:15703:14245	1	1	S	0	A0
WTCHG_18627:2:100:15707:14047	1	1	S	0	A0
WTCHG_18627:2:100:15719:14958	1	1	S	0	A0
WTCHG_18627:2:100:15732:15695	1	1	S	0	A0
WTCHG_18627:2:100:15733:10766	1	1	S	0	A0
WTCHG_18627:2:100:1573:4412	1	1	S	0	A0
WTCHG_18627:2:100:15755:2049	1	1	S	0	A0
WTCHG_18627:2:100:15755:3252	1	1	S	0	A0
WTCHG_18627:2:100:15758:8196	1	1	S	0	A0
WTCHG_18627:2:100:15761:9077	1	1	S	0	A0
WTCHG_18627:2:100:15771:10215	1	1	S	0	A0
WTCHG_18627:2:100:15771:9388	1	1	S	0	A0
WTCHG_18627:2:100:15774:16854	1	1	S	0	A0
WTCHG_18627:2:100:15786:14475	1	1	S	0	A0
WTCHG_18627:2:100:15789:17670	1	1	S	0	A0
WTCHG_18627:2:100:15806:4591	1	1	S	0	A0
WTCHG_18627:2:100:15811:13427	1	1	S	0	A0
WTCHG_18627:2:100:15814:20279	1	1	S	0	A0
WTCHG_18627:2:100:15818:15578	1	1	S	0	A0
WTCHG_18627:2:100:15819:14892	1	1	S	0	A0
WTCHG_18627:2:100:15826:6169	1	1	S	0	A0
WTCHG_18627:2:100:15833:11197	1	1	S	0	A0
WTCHG_18627:2:100:15835:1959	1	1	S	0	A0
WTCHG_18627:2:100:15837:10206	1	1	S	0	A0
WTCHG_18627:2:100:15850:20843	1	1	S	0	A0
WTCHG_18627:2:100:15857:11778	1	1	S	0	A0
WTCHG_18627:2:100:15871:10201	1	1	S	0	A0
WTCHG_18627:2:100:15874:17867	1	1	S	0	A0
WTCHG_18627:2:100:1587:3522	1	1	S	0	A0
WTCHG_18627:2:100:15883:5593	1	1	S	0	A0
WTCHG_18627:2:100:15892:8117	1	1	S	0	A0
WTCHG_18627:2:100:15895:14788	1	1	S	0	A0
WTCHG_18627:2:100:15907:3684	1	1	S	0	A0
WTCHG_18627:2:100:15937:2699	1	1	S	0	A0
WTCHG_18627:2:100:15942:6064	1	1	S	0	A0
WTCHG_18627:2:100:15960:19326	1	1	S	0	A0
WTCHG_18627:2:100:1596:3941	1	1	S	0	A0
WTCHG_18627:2:100:15974:17881	1	1	S	0	A0
WTCHG_18627:2:100:15983:4661	1	1	S	0	A0
WTCHG_18627:2:100:15996:12067	1	1	S	0	A0
WTCHG_18627:2:100:15997:2841	1	1	S	0	A0
WTCHG_18627:2:100:16002:4641	1	1	S	0	A0
WTCHG_18627:2:100:16012:12658	1	1	S	0	A0
WTCHG_18627:2:100:16022:7873	1	1	S	0	A0
WTCHG_18627:2:100:16040:5541	1	1	S	0	A0
WTCHG_18627:2:100:16042:2348	1	1	S	0	A0
WTCHG_18627:2:100:16049:9187	1	1	S	0	A0
WTCHG_18627:2:100:16053:3237	1	1	S	0	A0
WTCHG_18627:2:100:16078:17577	1	1	S	0	A0
WTCHG_18627:2:100:16078:4234	1	1	S	0	A0
WTCHG_18627:2:100:16088:6571	1	1	S	0	A0
WTCHG_18627:2:100:16096:12334	1	1	S	0	A0
WTCHG_18627:2:100:16113:21004	1	1	S	0	A0
WTCHG_18627:2:100:16134:10411	1	1	S	0	A0
WTCHG_18627:2:100:16134:19444	1	1	S	0	A0
WTCHG_18627:2:100:16136:13669	1	1	S	0	A0
WTCHG_18627:2:100:1613:17309	1	1	S	0	A0
WTCHG_18627:2:100:16178:8945	1	1	S	0	A0
WTCHG_18627:2:100:16183:8348	1	1	S	0	A0
WTCHG_18627:2:100:16199:10576	1	1	S	0	A0
WTCHG_18627:2:100:16213:8620	1	1	S	0	A0
WTCHG_18627:2:100:16217:1392	1	1	S	0	A0
WTCHG_18627:2:100:16222:16491	1	1	S	0	A0
WTCHG_18627:2:100:16226:7072	1	1	S	0	A0
WTCHG_18627:2:100:16232:2921	1	1	S	0	A0
WTCHG_18627:2:100:16241:4470	1	1	S	0	A0
WTCHG_18627:2:100:16253:7934	1	1	S	0	A0
WTCHG_18627:2:100:16254:10512	1	1	S	0	A0
WTCHG_18627:2:100:16254:3876	1	1	S	0	A0
WTCHG_18627:2:100:16258:20329	1	1	S	0	A0
WTCHG_18627:2:100:16263:18019	1	1	S	0	A0
WTCHG_18627:2:100:16263:4525	1	1	S	0	A0
WTCHG_18627:2:100:16282:17758	1	1	S	0	A0
WTCHG_18627:2:100:16292:18640	1	1	S	0	A0
WTCHG_18627:2:100:16314:20790	1	1	S	0	A0
WTCHG_18627:2:100:16317:19247	1	1	S	0	A0
WTCHG_18627:2:100:16323:17082	1	1	S	0	A0
WTCHG_18627:2:100:16325:7950	1	1	S	0	A0
WTCHG_18627:2:100:16334:15187	1	1	S	0	A0
WTCHG_18627:2:100:16348:20909	1	1	S	0	A0
WTCHG_18627:2:100:16374:11026	1	1	S	0	A0
WTCHG_18627:2:100:16399:10531	1	1	S	0	A0
WTCHG_18627:2:100:16417:1882	1	1	S	0	A0
WTCHG_18627:2:100:16420:18253	1	1	S	0	A0
WTCHG_18627:2:100:16427:16387	1	1	S	0	A0
WTCHG_18627:2:100:16435:16345	1	1	S	0	A0
WTCHG_18627:2:100:16439:11193	1	1	S	0	A0
WTCHG_18627:2:100:16447:10172	1	1	S	0	A0
WTCHG_18627:2:100:16449:2935	1	1	S	0	A0
WTCHG_18627:2:100:16460:5420	1	1	S	0	A0
WTCHG_18627:2:100:16463:15404	1	1	S	0	A0
WTCHG_18627:2:100:1646:6711	1	1	S	0	A0
WTCHG_18627:2:100:16472:16746	1	1	S	0	A0
WTCHG_18627:2:100:16476:5874	1	1	S	0	A0
WTCHG_18627:2:100:16485:6349	1	1	S	0	A0
WTCHG_18627:2:100:16492:7104	1	1	S	0	A0
WTCHG_18627:2:100:16496:14306	1	1	S	0	A0
WTCHG_18627:2:100:16502:14769	1	1	S	0	A0
WTCHG_18627:2:100:16514:6008	1	1	S	0	A0
WTCHG_18627:2:100:16541:15297	1	1	S	0	A0
WTCHG_18627:2:100:16557:7753	1	1	S	0	A0
WTCHG_18627:2:100:16560:12909	1	1	S	0	A0
WTCHG_18627:2:100:16561:1707	1	1	S	0	A0
WTCHG_18627:2:100:16567:8497	1	1	S	0	A0
WTCHG_18627:2:100:16574:4189	1	1	S	0	A0
WTCHG_18627:2:100:16578:2333	1	1	S	0	A0
WTCHG_18627:2:100:1657:9492	1	1	S	0	A0
WTCHG_18627:2:100:16589:1705	1	1	S	0	A0
WTCHG_18627:2:100:16590:7644	1	1	S	0	A0
WTCHG_18627:2:100:16596:15117	1	1	S	0	A0
WTCHG_18627:2:100:16599:19195	1	1	S	0	A0
WTCHG_18627:2:100:16601:18214	1	1	S	0	A0
WTCHG_18627:2:100:16617:8312	1	1	S	0	A0
WTCHG_18627:2:100:16618:6276	1	1	S	0	A0
WTCHG_18627:2:100:16624:11212	1	1	S	0	A0
WTCHG_18627:2:100:16625:20898	1	1	S	0	A0
WTCHG_18627:2:100:16672:13530	1	1	S	0	A0
WTCHG_18627:2:100:16682:14866	1	1	S	0	A0
WTCHG_18627:2:100:16693:10126	1	1	S	0	A0
WTCHG_18627:2:100:16695:20619	1	1	S	0	A0
WTCHG_18627:2:100:16711:1841	1	1	S	0	A0
WTCHG_18627:2:100:16712:12908	1	1	S	0	A0
WTCHG_18627:2:100:1672:16680	1	1	S	0	A0
WTCHG_18627:2:100:16742:1236	1	1	S	0	A0
WTCHG_18627:2:100:16750:21279	1	1	S	0	A0
WTCHG_18627:2:100:16755:13546	1	1	S	0	A0
WTCHG_18627:2:100:16755:9741	1	1	S	0	A0
WTCHG_18627:2:100:16776:16896	1	1	S	0	A0
WTCHG_18627:2:100:16781:4286	1	1	S	0	A0
WTCHG_18627:2:100:16788:3360	1	1	S	0	A0
WTCHG_18627:2:100:16788:3813	1	1	S	0	A0
WTCHG_18627:2:100:16790:6679	1	1	S	0	A0
WTCHG_18627:2:100:16790:9139	1	1	S	0	A0
WTCHG_18627:2:100:16795:16960	1	1	S	0	A0
WTCHG_18627:2:100:16798:15205	1	1	S	0	A0
WTCHG_18627:2:100:16806:13264	1	1	S	0	A0
WTCHG_18627:2:100:16807:16833	1	1	S	0	A0
WTCHG_18627:2:100:16818:20931	1	1	S	0	A0
WTCHG_18627:2:100:16824:4925	1	1	S	0	A0
WTCHG_18627:2:100:16829:18952	1	1	S	0	A0
WTCHG_18627:2:100:16830:17838	1	1	S	0	A0
WTCHG_18627:2:100:16834:10897	1	1	S	0	A0
WTCHG_18627:2:100:16845:1715	1	1	S	0	A0
WTCHG_18627:2:100:16847:17086	1	1	S	0	A0
WTCHG_18627:2:100:16856:18784	1	1	S	0	A0
WTCHG_18627:2:100:16865:9029	1	1	S	0	A0
WTCHG_18627:2:100:16869:10072	1	1	S	0	A0
WTCHG_18627:2:100:16873:5092	1	1	S	0	A0
WTCHG_18627:2:100:16887:13442	1	1	S	0	A0
WTCHG_18627:2:100:16889:12827	1	1	S	0	A0
WTCHG_18627:2:100:1690:13441	1	1	S	0	A0
WTCHG_18627:2:100:16914:17197	1	1	S	0	A0
WTCHG_18627:2:100:16919:17064	1	1	S	0	A0
WTCHG_18627:2:100:16919:9362	1	1	S	0	A0
WTCHG_18627:2:100:1691:5871	1	1	S	0	A0
WTCHG_18627:2:100:16927:16613	1	1	S	0	A0
WTCHG_18627:2:100:16939:15101	1	1	S	0	A0
WTCHG_18627:2:100:1693:13556	1	1	S	0	A0
WTCHG_18627:2:100:16954:19032	1	1	S	0	A0
WTCHG_18627:2:100:1695:20043	1	1	S	0	A0
WTCHG_18627:2:100:16969:17931	1	1	S	0	A0
WTCHG_18627:2:100:16973:18608	1	1	S	0	A0
WTCHG_18627:2:100:16987:3962	1	1	S	0	A0
WTCHG_18627:2:100:17002:17679	1	1	S	0	A0
WTCHG_18627:2:100:17018:1562	1	1	S	0	A0
WTCHG_18627:2:100:1701:6633	1	1	S	0	A0
WTCHG_18627:2:100:17020:8967	1	1	S	0	A0
WTCHG_18627:2:100:17038:19911	1	1	S	0	A0
WTCHG_18627:2:100:17042:9931	1	1	S	0	A0
WTCHG_18627:2:100:17051:8702	1	1	S	0	A0
WTCHG_18627:2:100:17055:12980	1	1	S	0	A0
WTCHG_18627:2:100:17056:13730	1	1	S	0	A0
WTCHG_18627:2:100:17057:20165	1	1	S	0	A0
WTCHG_18627:2:100:17066:5084	1	1	S	0	A0
WTCHG_18627:2:100:17070:19368	1	1	S	0	A0
WTCHG_18627:2:100:17076:16729	1	1	S	0	A0
WTCHG_18627:2:100:17088:17131	1	1	S	0	A0
WTCHG_18627:2:100:17091:9509	1	1	S	0	A0
WTCHG_18627:2:100:17094:15958	1	1	S	0	A0
WTCHG_18627:2:100:17098:15729	1	1	S	0	A0
WTCHG_18627:2:100:17104:10096	1	1	S	0	A0
WTCHG_18627:2:100:17125:11880	1	1	S	0	A0
WTCHG_18627:2:100:17127:13256	1	1	S	0	A0
WTCHG_18627:2:100:17127:7218	1	1	S	0	A0
WTCHG_18627:2:100:1713:7480	1	1	S	0	A0
WTCHG_18627:2:100:17172:13079	1	1	S	0	A0
WTCHG_18627:2:100:17183:6182	1	1	S	0	A0
WTCHG_18627:2:100:17186:20490	1	1	S	0	A0
WTCHG_18627:2:100:17197:18910	1	1	S	0	A0
WTCHG_18627:2:100:17199:9531	1	1	S	0	A0
WTCHG_18627:2:100:1719:11313	1	1	S	0	A0
WTCHG_18627:2:100:17200:12234	1	1	S	0	A0
WTCHG_18627:2:100:17201:18552	1	1	S	0	A0
WTCHG_18627:2:100:17202:11205	1	1	S	0	A0
WTCHG_18627:2:100:17209:3405	1	1	S	0	A0
WTCHG_18627:2:100:17209:5581	1	1	S	0	A0
WTCHG_18627:2:100:17213:14003	1	1	S	0	A0
WTCHG_18627:2:100:17222:13848	1	1	S	0	A0
WTCHG_18627:2:100:17224:10784	1	1	S	0	A0
WTCHG_18627:2:100:17225:14922	1	1	S	0	A0
WTCHG_18627:2:100:17225:5965	1	1	S	0	A0
WTCHG_18627:2:100:17234:19882	1	1	S	0	A0
WTCHG_18627:2:100:17246:1863	1	1	S	0	A0
WTCHG_18627:2:100:17270:4712	1	1	S	0	A0
WTCHG_18627:2:100:17271:9462	1	1	S	0	A0
WTCHG_18627:2:100:17293:7140	1	1	S	0	A0
WTCHG_18627:2:100:17305:8386	1	1	S	0	A0
WTCHG_18627:2:100:17306:15189	1	1	S	0	A0
WTCHG_18627:2:100:17309:9995	1	1	S	0	A0
WTCHG_18627:2:100:17316:7566	1	1	S	0	A0
WTCHG_18627:2:100:1731:13870	1	1	S	0	A0
WTCHG_18627:2:100:1732:17579	1	1	S	0	A0
WTCHG_18627:2:100:17365:12176	1	1	S	0	A0
WTCHG_18627:2:100:17365:5949	1	1	S	0	A0
WTCHG_18627:2:100:17370:14378	1	1	S	0	A0
WTCHG_18627:2:100:17371:4906	1	1	S	0	A0
WTCHG_18627:2:100:17373:14064	1	1	S	0	A0
WTCHG_18627:2:100:17386:3982	1	1	S	0	A0
WTCHG_18627:2:100:17401:4840	1	1	S	0	A0
WTCHG_18627:2:100:17403:11526	1	1	S	0	A0
WTCHG_18627:2:100:17414:19757	1	1	S	0	A0
WTCHG_18627:2:100:17440:16744	1	1	S	0	A0
WTCHG_18627:2:100:17445:10871	1	1	S	0	A0
WTCHG_18627:2:100:17460:8975	1	1	S	0	A0
WTCHG_18627:2:100:1746:13731	1	1	S	0	A0
WTCHG_18627:2:100:1746:8253	1	1	S	0	A0
WTCHG_18627:2:100:17472:8796	1	1	S	0	A0
WTCHG_18627:2:100:17480:6404	1	1	S	0	A0
WTCHG_18627:2:100:17484:1451	1	1	S	0	A0
WTCHG_18627:2:100:17486:12283	1	1	S	0	A0
WTCHG_18627:2:100:17492:20888	1	1	S	0	A0
WTCHG_18627:2:100:17492:8511	1	1	S	0	A0
WTCHG_18627:2:100:17495:21391	1	1	S	0	A0
WTCHG_18627:2:100:17499:11705	1	1	S	0	A0
WTCHG_18627:2:100:17504:9213	1	1	S	0	A0
WTCHG_18627:2:100:17511:4908	1	1	S	0	A0
WTCHG_18627:2:100:17513:13972	1	1	S	0	A0
WTCHG_18627:2:100:17514:13745	1	1	S	0	A0
WTCHG_18627:2:100:17518:18628	1	1	S	0	A0
WTCHG_18627:2:100:17523:4984	1	1	S	0	A0
WTCHG_18627:2:100:17531:6845	1	1	S	0	A0
WTCHG_18627:2:100:17544:4921	1	1	S	0	A0
WTCHG_18627:2:100:17563:15706	1	1	S	0	A0
WTCHG_18627:2:100:17565:17933	1	1	S	0	A0
WTCHG_18627:2:100:17571:18224	1	1	S	0	A0
WTCHG_18627:2:100:17586:9042	1	1	S	0	A0
WTCHG_18627:2:100:17596:16267	1	1	S	0	A0
WTCHG_18627:2:100:1759:5953	1	1	S	0	A0
WTCHG_18627:2:100:17606:17822	1	1	S	0	A0
WTCHG_18627:2:100:17614:7629	1	1	S	0	A0
WTCHG_18627:2:100:17635:1832	1	1	S	0	A0
WTCHG_18627:2:100:17639:15277	1	1	S	0	A0
WTCHG_18627:2:100:17646:11584	1	1	S	0	A0
WTCHG_18627:2:100:17659:2083	1	1	S	0	A0
WTCHG_18627:2:100:17675:10093	1	1	S	0	A0
WTCHG_18627:2:100:17675:16007	1	1	S	0	A0
